signal_id,label,anomaly_type,sample_000,sample_001,sample_002,sample_003,sample_004,sample_005,sample_006,sample_007,sample_008,sample_009,sample_010,sample_011,sample_012,sample_013,sample_014,sample_015,sample_016,sample_017,sample_018,sample_019,sample_020,sample_021,sample_022,sample_023,sample_024,sample_025,sample_026,sample_027,sample_028,sample_029,sample_030,sample_031,sample_032,sample_033,sample_034,sample_035,sample_036,sample_037,sample_038,sample_039,sample_040,sample_041,sample_042,sample_043,sample_044,sample_045,sample_046,sample_047,sample_048,sample_049,sample_050,sample_051,sample_052,sample_053,sample_054,sample_055,sample_056,sample_057,sample_058,sample_059,sample_060,sample_061,sample_062,sample_063,sample_064,sample_065,sample_066,sample_067,sample_068,sample_069,sample_070,sample_071,sample_072,sample_073,sample_074,sample_075,sample_076,sample_077,sample_078,sample_079,sample_080,sample_081,sample_082,sample_083,sample_084,sample_085,sample_086,sample_087,sample_088,sample_089,sample_090,sample_091,sample_092,sample_093,sample_094,sample_095,sample_096,sample_097,sample_098,sample_099,sample_100,sample_101,sample_102,sample_103,sample_104,sample_105,sample_106,sample_107,sample_108,sample_109,sample_110,sample_111,sample_112,sample_113,sample_114,sample_115,sample_116,sample_117,sample_118,sample_119,sample_120,sample_121,sample_122,sample_123,sample_124,sample_125,sample_126,sample_127,sample_128,sample_129,sample_130,sample_131,sample_132,sample_133,sample_134,sample_135,sample_136,sample_137,sample_138,sample_139
ECG_0113,0,normal,0.00054480735,-0.0025469493,0.06587526,0.13217968,0.13177851,0.1410147,0.13074215,0.15209965,0.16290146,0.14851512,0.11353399,0.09932969,0.025381122,0.012384139,0.024572512,-0.0009901511,-0.04945034,-0.028275311,-0.070371315,-0.09675161,-0.12082128,-0.025690436,-0.021107813,0.04227342,0.091748334,0.029904542,0.072330125,0.06515334,0.2142048,0.23546332,0.24006249,0.21334003,0.25204742,0.2568547,0.2640696,0.23154642,0.22039221,0.16908759,0.17666961,0.12558399,0.03442405,0.074216776,0.032156505,-0.026133675,-0.06414352,-0.05093732,-0.17229567,-0.10214006,-0.1625045,-0.11656042,-0.13925818,-0.16594978,-0.12157687,-0.04510908,-0.03844612,0.01388352,0.113485135,0.3041402,0.55571884,0.7183957,1.1732194,1.366647,1.5425481,1.5205629,1.3833708,1.125944,0.78303623,0.5068482,0.34239966,0.10274446,0.059765477,-0.030136729,-0.0907064,-0.031704515,-0.13861571,-0.15438356,-0.1280393,-0.1387114,-0.09996957,-0.07163126,-0.03772664,-0.010364477,0.01562344,0.10292443,0.12901315,0.16616513,0.27214915,0.26707324,0.34105104,0.37590036,0.4006683,0.3971235,0.38178375,0.37641558,0.3591201,0.281941,0.34256706,0.2973664,0.28042394,0.21610703,0.2036176,0.10820143,0.08365235,0.018321587,0.06815882,0.034983434,0.023723813,0.060145684,0.042775355,0.023324795,0.15766767,0.09810314,0.085982,0.11744031,0.14963208,0.16363522,0.21752901,0.18014659,0.23604934,0.15874144,0.16931981,0.1658987,0.1444681,0.11708061,0.0357431,0.00850307,-0.1007429,-0.065419234,-0.056557324,-0.08730153,-0.13567443,-0.09403764,-0.16096026,-0.16765755,-0.1494483,-0.15137134,-0.075298086,-0.05678387,-0.015261866,-0.01239658
ECG_0114,0,normal,-0.0017418979,-0.03173763,0.07680719,0.09706003,0.08487064,0.13254946,0.13886964,0.20302297,0.114170015,0.14453292,0.0837875,0.07607219,0.073182546,0.028073352,0.0031659936,-0.016269477,-0.06706899,-0.046119887,-0.09477629,-0.09268445,-0.07338936,-0.062042426,-0.024890501,-0.002166991,0.04081383,0.058751576,0.078797005,0.10822017,0.13653263,0.26865065,0.17074592,0.28593573,0.23009236,0.28690678,0.17451163,0.21630399,0.24409892,0.1942078,0.1311072,0.04834277,0.030357387,0.07421458,-0.015057878,-0.04225264,-0.064059004,-0.13978083,-0.111077584,-0.15196526,-0.13940722,-0.16675727,-0.19006294,-0.14148317,-0.08745795,-0.06393915,-0.031211957,0.05947204,0.12622248,0.2865611,0.48880678,0.8113207,1.0979447,1.3438259,1.4804704,1.5667996,1.3611542,1.1223305,0.88508713,0.55506396,0.35519713,0.13317113,0.078663595,-0.018221153,-0.05090468,-0.03023722,-0.11834001,-0.11990286,-0.14952657,-0.089000575,-0.1169798,-0.04561192,-0.09426378,0.009811391,0.017377492,0.10553787,0.13195716,0.16497347,0.21615253,0.24520095,0.33342507,0.30763608,0.35402572,0.38674596,0.4302076,0.37805787,0.3591684,0.3551569,0.25879893,0.25407305,0.24439722,0.19822799,0.13564785,0.17526,0.12652302,0.09681589,0.051369563,0.06054099,0.06625875,0.04215923,0.068877734,0.042435713,0.08424922,0.13348842,0.15543748,0.17736304,0.16339342,0.16984104,0.16500042,0.12830496,0.1400461,0.16667248,0.15327808,0.17760599,0.1480575,0.057129856,0.06845322,-0.0056443177,-0.005881733,-0.0353584,-0.05203216,-0.12898593,-0.10265071,-0.20119624,-0.11055362,-0.14692385,-0.13551529,-0.17882049,-0.10562991,-0.024773942,-0.046362307,0.021438438
ECG_0115,0,normal,0.0010369454,0.06549501,0.07126546,0.06614044,0.119579986,0.1837257,0.16153447,0.14660023,0.21367614,0.16936661,0.14101256,0.10232867,0.08678619,0.057296205,-0.06213874,-0.014403054,-0.057082478,-0.08763757,-0.09147502,-0.13643324,-0.138367,-0.03145736,-0.030352604,-0.08406629,0.009451373,0.0949293,0.10245971,0.18839948,0.21814649,0.1750675,0.2328294,0.23668134,0.21304128,0.20768532,0.21640718,0.20412904,0.20897508,0.20413792,0.15663451,0.12914325,0.062033508,0.050630175,-0.009061891,-0.05334209,-0.015652029,-0.17060995,-0.17949542,-0.1278958,-0.15616776,-0.19252527,-0.17450778,-0.15639417,-0.07991118,-0.039388638,0.017046994,-0.015142254,0.091316596,0.241804,0.5418655,0.79513896,1.0916048,1.3674235,1.523438,1.5000165,1.3988713,1.1145844,0.7784995,0.5482472,0.294089,0.15613937,0.04278493,0.0077201407,-0.055280298,-0.117373474,-0.10032053,-0.10983983,-0.10709014,-0.08457841,-0.11864048,-0.056255165,-0.0965109,-0.010247296,0.028448494,0.1270577,0.12767386,0.1992733,0.17489596,0.26015985,0.28290066,0.41336054,0.3420342,0.37858713,0.38560003,0.33065248,0.35066265,0.35909086,0.3235745,0.2210201,0.23864847,0.25024173,0.20131953,0.18606764,0.0891609,0.13103582,0.070857115,0.10592587,0.0509244,-0.011318153,0.08101821,0.053012114,0.07003777,0.05562057,0.16714288,0.12190234,0.20207745,0.15595531,0.15063173,0.22211537,0.17819305,0.16980697,0.118077956,0.121510595,0.1214744,0.038749043,0.027730819,-0.003945645,-0.024366999,-0.0151521405,-0.09829354,-0.13492164,-0.0506887,-0.15800738,-0.15515983,-0.15690875,-0.14370653,-0.115364745,-0.06634604,-0.05331869,-0.0012483831,0.031355415
ECG_0116,0,normal,0.0062568546,0.044904288,0.098782524,0.06075849,0.1928328,0.12031163,0.13607617,0.11373659,0.1105393,0.16381116,0.18461634,0.075791195,0.075297475,0.04101924,0.033353057,0.040310293,-0.006629098,-0.07980406,-0.06974886,-0.07091605,-0.08483142,-0.10173052,-0.06818063,0.022768656,0.06428215,0.062285732,0.1186918,0.18696725,0.13552587,0.20237827,0.29766527,0.25910327,0.22084194,0.25483203,0.2712309,0.14696081,0.20576675,0.16163908,0.09196521,0.1090899,0.06593764,0.03181746,-0.01505846,-0.07073805,-0.11620914,-0.12141637,-0.09751873,-0.13238469,-0.1502935,-0.18060878,-0.1540869,-0.10654727,-0.09153776,-0.090076916,-0.11048195,0.012282654,0.11784946,0.2576596,0.49080452,0.8071187,1.0880799,1.3902255,1.4798902,1.5244988,1.3253055,1.1073713,0.7831394,0.5694562,0.319154,0.17975976,0.03365387,-0.049612764,-0.09343208,-0.082899295,-0.05567579,-0.10810902,-0.13367316,-0.12131776,-0.101100005,-0.015493958,-0.007758126,0.0011510188,0.03998025,0.09260294,0.14719221,0.16863771,0.20242696,0.3016792,0.30895093,0.36755705,0.41142285,0.3920072,0.39255923,0.47434413,0.37265432,0.31423146,0.31256607,0.336583,0.21683319,0.19704327,0.21686564,0.14137803,0.11542294,0.124809116,0.05068466,0.014101128,0.00915869,0.067559525,0.063314535,0.04554053,0.04656091,0.09109627,0.15197241,0.11246084,0.13494585,0.13317697,0.1674417,0.19267187,0.24384816,0.17824757,0.15491639,0.16112739,0.12949999,0.06039462,0.112965256,0.007936248,-0.019268963,-0.042998474,-0.07891878,-0.06844469,-0.15077709,-0.12151036,-0.14450304,-0.11669166,-0.14185302,-0.12820984,-0.07200773,-0.054698527,-0.05817008,0.040402923
ECG_0117,0,normal,0.021975573,0.031388804,0.051473495,0.10501871,0.13770102,0.08786694,0.15787555,0.16967025,0.07543037,0.14047582,0.13734883,0.110234745,0.088951424,0.024587244,-0.027851474,-0.08024347,-0.019491604,-0.051552318,-0.05055723,-0.11151203,-0.06011361,-0.11393286,-0.07030214,-0.007896607,0.046639137,0.118883125,0.103658214,0.12507685,0.15913947,0.19513346,0.30375993,0.27283022,0.28809437,0.24414398,0.24053837,0.24433474,0.18530421,0.16407228,0.12098403,0.09320731,0.071501404,0.007888864,0.0039687282,-0.031560466,-0.07794251,-0.12551947,-0.1201474,-0.15452394,-0.14682047,-0.11647192,-0.18045765,-0.06345741,-0.10885698,-0.063405775,-0.054722387,0.06679443,0.12856151,0.27304924,0.48593435,0.7745674,1.1017493,1.365719,1.5239456,1.5123081,1.3604009,1.1063424,0.8283174,0.55088645,0.33077395,0.14927086,0.058041163,-0.024074743,-0.11415412,-0.09734028,-0.12124043,-0.15165184,-0.13945195,-0.11160189,-0.1341584,-0.0976168,0.0016706772,-0.05472894,0.031192826,0.048633058,0.10981483,0.17510152,0.19812204,0.28793052,0.34882596,0.36434555,0.3927765,0.3349967,0.37451065,0.39235947,0.39257944,0.39954844,0.353074,0.3169271,0.33466607,0.22250634,0.1750011,0.15484738,0.09127873,0.09463695,0.02038373,0.04227363,0.047365252,0.07859517,0.08887329,0.037409015,0.14360566,0.10366467,0.12567824,0.089004576,0.13622466,0.20038733,0.18355744,0.18576394,0.18720825,0.128418,0.15362848,0.1774892,0.14121476,0.073968455,0.09081351,-0.029105207,-0.055511154,-0.0036302586,-0.071955755,-0.12287324,-0.13473937,-0.16921076,-0.14114231,-0.1402517,-0.13480692,-0.15249008,-0.08602726,-0.08132367,-0.06314057,0.03803683
ECG_0118,0,normal,0.06509193,0.09189353,0.08502411,0.08612724,0.115775794,0.14785725,0.13399768,0.18965793,0.084932,0.12571837,0.1405427,0.06745361,0.05767351,0.052223545,0.04889379,-0.06506929,-0.09330054,-0.10102519,-0.13173798,-0.13374914,-0.113408536,-0.031847626,-0.053579643,-0.01073467,-0.0019210188,0.08751886,0.16713306,0.124420434,0.23839638,0.22670157,0.23763503,0.26212773,0.26643422,0.30702668,0.25619444,0.23959002,0.18783319,0.19798383,0.11251975,0.10990221,0.15653054,-0.04258553,0.0023837686,-0.03194923,-0.07940773,-0.106831245,-0.12055399,-0.1469369,-0.1415589,-0.16404407,-0.082197666,-0.1362224,-0.08959293,-0.095832035,-0.004145592,0.05453212,0.1449081,0.25405273,0.48062772,0.83320737,1.0662947,1.3797617,1.4968013,1.5639023,1.3628843,1.091273,0.79313886,0.5144046,0.31900284,0.15139638,0.013679623,-0.019859632,-0.09619023,-0.07155575,-0.08517355,-0.12119891,-0.11428052,-0.06309091,-0.10488909,-0.10462097,-0.027390527,-0.040627364,0.030371223,0.06565264,0.11130934,0.17353101,0.25474605,0.30388266,0.33607763,0.34918582,0.3543066,0.30565402,0.3928326,0.30995688,0.3087427,0.34209782,0.32894015,0.2764999,0.30172414,0.23348011,0.17619061,0.19111595,0.16568372,0.10798469,0.048931565,0.04165109,0.007423108,0.048833605,0.024039326,0.056445282,0.089142665,0.039702203,0.080564655,0.122329935,0.15325056,0.15407589,0.17034855,0.16134387,0.1369111,0.15567161,0.15013167,0.1259276,0.11196741,0.09029128,0.06435524,-0.010338777,-0.073634125,-0.02139104,-0.07773157,-0.1428465,-0.12474866,-0.11297198,-0.097564794,-0.13865505,-0.10361334,-0.15398546,-0.09504702,-0.0754887,-0.023284154,0.048370373
ECG_0119,0,normal,0.0074969735,0.0054842085,0.02761727,0.14346819,0.13330026,0.14913163,0.13629317,0.15812947,0.116395034,0.14620608,0.08126444,0.082029745,0.04559118,-0.063306786,-0.0070573394,-0.05321713,-0.058569998,-0.0725926,-0.03257394,-0.08061652,-0.074205324,-0.05398402,-0.018063083,0.0019524607,0.0351943,0.08985016,0.038061105,0.21372087,0.23434582,0.22228292,0.19473892,0.28643453,0.23390213,0.26732877,0.20210066,0.290149,0.15721168,0.1748811,0.077559546,0.105395414,0.05727349,0.066655666,-0.017372023,-0.00593921,-0.10328867,-0.109154515,-0.13115366,-0.12450915,-0.13716707,-0.12774898,-0.13486454,-0.108822554,-0.13361719,-0.064096995,0.016106294,-0.0178717,0.14700054,0.3051762,0.5470354,0.8044036,1.0922084,1.3734368,1.5030903,1.5220118,1.3434051,1.1647795,0.82801384,0.5035353,0.31500334,0.1840953,0.07631808,-0.04685038,-0.15590034,-0.07900089,-0.13658673,-0.101810664,-0.09392201,-0.08224564,-0.04781878,-0.039202526,0.0077200816,0.03472406,0.08067482,0.08239629,0.093684144,0.25550175,0.2296379,0.30757383,0.2917832,0.36801288,0.2886892,0.36407545,0.37885043,0.3922151,0.39860445,0.31412357,0.3408019,0.32683244,0.32603556,0.24081591,0.16988766,0.1113737,0.17360638,0.11472819,0.07153003,0.009564653,0.02288975,0.06904572,0.06615556,0.007927579,0.10030304,0.052160367,0.15909716,0.14379205,0.14092374,0.19859724,0.18906906,0.22227733,0.18280736,0.1758787,0.14796922,0.1431283,0.15955205,0.06264152,0.0633421,-0.01774556,-0.08836219,-0.053315166,-0.07818279,-0.11750816,-0.17795937,-0.1358828,-0.14145069,-0.17283678,-0.1760082,-0.12526903,-0.07438206,-0.05293868,-0.05998636,0.004142307
ECG_0120,0,normal,0.026614083,-0.0015650407,0.06741509,0.13428402,0.0796385,0.17035498,0.19518074,0.14342745,0.13571356,0.16558297,0.110926636,0.022214595,0.06191414,0.04852636,0.025548235,-0.052670013,-0.060352333,-0.043337066,-0.08741186,-0.13561992,-0.04709956,-0.075275764,-0.011480775,-0.053539623,0.023113307,0.08380483,0.10824579,0.115559146,0.11504983,0.2614668,0.24457027,0.28512806,0.2825785,0.26921895,0.2309477,0.2380498,0.24345429,0.17530183,0.19827619,0.061649434,0.021824785,0.062182423,-0.029172929,0.02120219,-0.032444816,-0.053068522,-0.0967632,-0.1670243,-0.19799854,-0.1045569,-0.1878565,-0.08111543,-0.08659283,-0.07804853,-0.018878452,0.04648681,0.12625799,0.32764342,0.54494184,0.787292,1.071199,1.3997133,1.4644645,1.5469675,1.4056635,1.0953181,0.8437227,0.53022707,0.29049164,0.17821157,0.013963772,0.0070545776,-0.12135557,-0.08229134,-0.10866532,-0.13667136,-0.11074138,-0.11804174,-0.06852013,-0.059488706,-0.031185556,0.0021080847,0.022523297,0.074568234,0.13981041,0.17583285,0.2610929,0.2735161,0.31957045,0.29701468,0.390335,0.35895357,0.35052317,0.42772242,0.38737237,0.37626073,0.33463773,0.2872379,0.24727009,0.24299037,0.21764842,0.14748113,0.18090661,0.08668838,0.030369043,0.006513519,0.00019200823,0.037691757,0.048580028,0.08679552,0.08046642,0.124514595,0.11982368,0.13794102,0.13750093,0.21157026,0.13251956,0.1915688,0.17494358,0.19516677,0.15590185,0.1354986,0.10061434,0.11952213,0.043975625,0.067757286,-0.018192811,-0.058886133,-0.09365476,-0.09727921,-0.15073162,-0.14063954,-0.14919598,-0.13641593,-0.12490255,-0.10563754,-0.0911228,-0.01837002,-0.020884186,0.078214146
ECG_0121,0,normal,0.0014958337,0.06238233,0.04373895,0.13611847,0.09675795,0.14936553,0.1386723,0.16365385,0.13895994,0.11091255,0.10836278,0.1390558,0.07889626,-0.004251259,0.0362072,-0.052996565,-0.029957522,-0.05604933,-0.06712258,-0.03416211,-0.10908793,-0.05052859,-0.0064296797,-0.030976174,0.0043703015,0.059897125,0.12060213,0.10873505,0.20319599,0.17351724,0.27592906,0.26553702,0.31211263,0.27137706,0.23144501,0.19939649,0.20764491,0.171904,0.17680933,0.07877353,0.1306591,0.07078347,-0.01071635,0.01383671,-0.0960589,-0.094527975,-0.16159043,-0.08397972,-0.1976399,-0.192629,-0.16191085,-0.08899229,-0.07803593,-0.07209943,-0.0015720966,0.02906567,0.14500317,0.3344246,0.49580124,0.75963104,1.10331,1.3827429,1.5284548,1.5637522,1.3774384,1.1239951,0.82574636,0.5396395,0.3552608,0.16040155,0.03741724,-0.0031817711,-0.03161966,-0.06763541,-0.088416405,-0.16542199,-0.1972055,-0.0773967,-0.086995274,-0.07694056,-0.023936993,0.051171545,0.07909422,0.112488955,0.10576217,0.15832992,0.15615718,0.289718,0.34155026,0.37480053,0.382301,0.37176675,0.36487445,0.3535759,0.36154097,0.31761307,0.37368146,0.25096127,0.24974662,0.16153051,0.1925695,0.14945513,0.10802661,0.064624436,0.07226315,0.041825376,0.046719234,0.108829014,0.060705885,0.08230354,0.06739072,0.0756804,0.117788166,0.21265316,0.14620355,0.17973575,0.15361214,0.09987134,0.15669815,0.24313542,0.17438844,0.18446702,0.09818186,0.007019509,0.01064218,0.02057849,-0.019231807,-0.059851643,-0.10520242,-0.08601515,-0.14812022,-0.13577731,-0.14358024,-0.15722843,-0.16184233,-0.13051729,-0.037761286,-0.03206489,-0.002949588,-0.023559356
ECG_0122,0,normal,-0.043130387,0.06650975,0.092663445,0.09821226,0.10677027,0.09177085,0.17262714,0.18567768,0.12563105,0.11171215,0.1537424,0.07355246,0.11824978,0.03114269,-0.0082511315,-0.0248979,-0.06385725,-0.03885791,-0.059037592,-0.057114597,-0.07869311,-0.08254307,-0.044489257,-0.024446826,0.070740804,0.098580964,0.10811444,0.12325508,0.23287912,0.21986936,0.2332241,0.2966136,0.23941997,0.24174574,0.23366506,0.18385972,0.20995024,0.14994118,0.12410351,0.085499026,0.05241994,0.007372733,0.002805784,-0.04476571,-0.071124814,-0.030082026,-0.12796313,-0.12122837,-0.1266558,-0.15130144,-0.13465548,-0.12804106,-0.10060452,-0.09335645,-0.04696622,0.03303575,0.07317319,0.32975498,0.5680255,0.7877327,1.1091629,1.3929664,1.4854013,1.5614991,1.370683,1.1888903,0.8088614,0.55826414,0.30151024,0.21521565,0.031163799,0.01593144,-0.04308485,-0.078733176,-0.10311041,-0.14049086,-0.20001182,-0.08342287,-0.11482617,-0.04120523,-0.03421545,0.029359952,0.060745068,0.009681484,0.15081081,0.17072338,0.26269966,0.2884488,0.32638052,0.3309279,0.3346599,0.36340216,0.327806,0.36062652,0.32251894,0.30381563,0.3244972,0.3060539,0.25470442,0.20465335,0.15525061,0.14001085,0.094063625,0.090723015,0.026543343,0.079198726,0.033814337,0.06139382,0.08215723,0.07615365,0.10529846,0.037214283,0.10369119,0.17062768,0.17010327,0.2243465,0.2295955,0.19151726,0.17283373,0.14296097,0.14225248,0.12299189,0.09081605,0.05017431,0.05595075,0.059566937,0.0016374801,-0.069211535,-0.05887408,-0.1038071,-0.13430095,-0.1481055,-0.1554383,-0.12664138,-0.13121335,-0.13955007,-0.1172755,-0.056261204,-0.020701714,-0.009359425
ECG_0123,0,normal,-0.033959877,0.07114388,0.09667856,0.034473494,0.15807395,0.12941991,0.15230472,0.18424031,0.19557999,0.1646761,0.12374146,0.051539175,0.0040910207,0.06075901,0.04360663,-0.050690487,-0.0603517,-0.089362256,-0.103128895,-0.05750895,-0.0776775,-0.07572778,0.035508264,-0.05470855,0.043180242,0.037043404,0.10613703,0.15550849,0.2119918,0.20793338,0.22612068,0.24175148,0.22231984,0.27028283,0.24902786,0.23641187,0.19839188,0.16702518,0.17649317,0.13728568,0.11247606,0.043718,0.035969283,-0.052580398,-0.07859061,-0.06484265,-0.09799364,-0.1480903,-0.17960605,-0.15553467,-0.1634155,-0.076926894,-0.08388005,-0.098738626,-0.06348961,0.009178684,0.115565546,0.2798718,0.5366362,0.7536267,1.157885,1.3322356,1.48287,1.5842999,1.4231138,1.1146982,0.82594913,0.54321575,0.31096402,0.11042048,-0.02792471,-0.044363007,-0.007400554,-0.035200067,-0.117835745,-0.14921941,-0.11408649,-0.1024852,-0.08213941,-0.1521041,0.0499663,0.027326489,0.03075238,0.06206801,0.1619831,0.19589548,0.23051375,0.28446263,0.30490986,0.35115108,0.38382897,0.38668826,0.39053044,0.42012262,0.3185305,0.3230114,0.32179967,0.2681364,0.24377723,0.2582493,0.17920372,0.09465031,0.10603006,0.09435133,0.07337998,0.07484032,0.06505693,0.04594133,0.019749377,0.05308335,0.06264136,0.09066035,0.13921195,0.14965846,0.17954655,0.15737012,0.22371492,0.20271465,0.18376014,0.18981452,0.13625392,0.07197667,0.09041264,0.10014815,0.046309933,0.004562714,-0.051795427,-0.118213706,-0.046549577,-0.12044346,-0.14596596,-0.1651612,-0.11180442,-0.11973283,-0.16442063,-0.0827611,-0.09832205,-0.08375459,-0.042369623,-0.023464363
ECG_0124,0,normal,-0.03962602,0.05689886,0.05889928,0.11261107,0.12650287,0.15214542,0.085225515,0.12409081,0.16308478,0.096345216,0.1277025,0.05108726,0.0653713,0.082713954,0.026583722,-0.08177337,-0.02680716,-0.017977135,-0.001701416,-0.07550552,-0.12516129,-0.055812094,0.00366367,-0.017288567,0.05803618,0.04332466,0.122030735,0.07636195,0.15814388,0.21558522,0.22622842,0.2111055,0.23972875,0.2612032,0.238001,0.22518493,0.22243725,0.16251664,0.1820005,0.076953955,0.12787212,0.06593133,-0.015290574,-0.04877748,-0.06636299,-0.08273554,-0.09045984,-0.17959453,-0.13509502,-0.21291117,-0.14818847,-0.08504462,-0.14920954,-0.12373809,-0.02551603,0.07415096,0.14209217,0.22773427,0.45270595,0.7855546,1.0538216,1.3646352,1.5310212,1.518958,1.4379188,1.1378826,0.85085684,0.5586361,0.30236042,0.14348145,0.037605703,0.0014118453,-0.08139614,-0.039111484,-0.13235672,-0.11404624,-0.12930255,-0.12917843,-0.03499059,-0.089464866,-0.05390802,-0.02657176,0.03791951,0.08058315,0.09878634,0.16830255,0.24603991,0.3015222,0.30901146,0.34086505,0.35120824,0.36131552,0.35421556,0.33163735,0.34537032,0.37406945,0.30827034,0.27965188,0.24469365,0.2569583,0.15582137,0.15783824,0.11667633,0.09464574,0.07951981,0.05987415,0.074615926,0.049228393,0.10787186,0.06765193,0.030220652,0.11836277,0.1302398,0.13851173,0.14703923,0.105454035,0.12005877,0.23195507,0.16282801,0.20068274,0.108435735,0.10383355,0.12897275,0.07464941,0.060033467,0.008258771,-0.03259038,-0.079940245,-0.12511502,-0.072125584,-0.08606055,-0.17617291,-0.18256247,-0.15660655,-0.1251904,-0.123151936,-0.078984335,-0.066915795,-0.037000183,0.072426915
ECG_0125,0,normal,-0.015755806,0.08281334,0.10892632,0.10921759,0.06010251,0.13662091,0.13116428,0.15069634,0.11411482,0.15727788,0.1460601,0.12790912,0.053412613,0.002631489,0.013896162,0.02643109,-0.050176613,-0.05907537,-0.0926596,-0.10486189,-0.064480424,-0.07203443,-0.032111652,0.003549283,0.037168413,0.08524841,0.085269965,0.12362845,0.18537529,0.215212,0.22145943,0.25735402,0.28196496,0.2869389,0.28295568,0.18391275,0.16558821,0.16412215,0.14363375,0.09947955,0.053452864,0.02340762,0.009888774,-0.07998659,-0.0022643418,-0.100065865,-0.091770865,-0.15677693,-0.13098781,-0.14641301,-0.1171652,-0.13462141,-0.060134366,-0.120522626,-0.0036586681,0.036089674,0.1017805,0.34343478,0.55866075,0.72040606,1.0945024,1.3817044,1.5383925,1.5791166,1.4227052,1.1281242,0.8828222,0.55912405,0.2963202,0.13274445,0.08383455,-0.042809848,-0.07417733,-0.098049626,-0.09931103,-0.12628424,-0.16193925,-0.08079224,-0.11229295,-0.015695177,-0.035646684,0.03136847,0.055614136,0.123074025,0.1494741,0.1880887,0.26054636,0.34529176,0.30019754,0.362943,0.36188075,0.39157054,0.38306752,0.31360453,0.3604381,0.37693453,0.29804665,0.31766084,0.26116648,0.21387234,0.2108473,0.1699576,0.13134673,0.12308494,0.078282245,0.008819221,0.039481644,-0.004025961,0.07526152,0.09320352,0.109575726,0.113886304,0.14751464,0.090237275,0.15159936,0.12644513,0.1677142,0.23101705,0.21319021,0.1915827,0.15107812,0.10543145,0.11422436,0.11104472,0.056199595,-0.038902976,-0.023221897,-0.11693878,-0.06516943,-0.13499686,-0.16977346,-0.1204739,-0.13265876,-0.13920139,-0.069652215,-0.09864739,-0.113318644,-0.049862206,-0.042143572,0.03803732
ECG_0126,0,normal,0.008429607,0.04501263,0.022249375,0.09593534,0.11619849,0.10496278,0.13996008,0.1631662,0.14587334,0.092227146,0.108314045,0.07876765,0.07068338,0.03698022,-0.0090026725,-0.039771043,-0.050241623,-0.04375498,-0.07725268,-0.047065705,-0.05023297,-0.023951959,-0.0031585083,0.03521256,-0.007851375,0.08793554,0.14740975,0.19302015,0.16353236,0.23549026,0.23938522,0.30553582,0.21309967,0.22823486,0.18626882,0.22769529,0.2683934,0.17148127,0.14425616,0.123139255,0.066543326,0.043520946,0.007155709,-0.065464616,-0.07538646,-0.07843768,-0.095439,-0.10042175,-0.1381552,-0.13874216,-0.120363906,-0.1465051,-0.12575464,-0.079504885,-0.07039041,0.044735108,0.16380276,0.2635715,0.51625425,0.7637483,1.0587016,1.4222015,1.4950744,1.4952712,1.3899176,1.1282243,0.8345261,0.5910555,0.28354874,0.13196176,0.09479847,0.009152491,-0.037882745,-0.108558536,-0.07620399,-0.096385,-0.116744004,-0.13320246,-0.09696013,-0.026838629,-0.077585414,-0.030641723,0.017854217,0.071297705,0.13189183,0.20979077,0.24159175,0.27253783,0.31660125,0.35781494,0.31158692,0.4085363,0.35701036,0.3650315,0.37665677,0.34468567,0.33561075,0.29428726,0.24697824,0.2654798,0.20491481,0.15859017,0.13950591,0.07144805,0.13743244,0.025530085,0.05422033,0.041513324,0.04580814,0.052689824,0.05817336,0.13486373,0.08233581,0.1670423,0.1742825,0.15746588,0.1944423,0.17779252,0.1473629,0.13900112,0.17618997,0.1533464,0.11587387,0.065978944,0.038190503,-0.0010988466,-0.078768544,-0.05770133,-0.0736213,-0.112178355,-0.08000534,-0.17514868,-0.1692732,-0.14218278,-0.12809046,-0.17473365,-0.075889,-0.05798882,-0.09714304,-0.0034667233
